word;Economy;Sport;Hospitals;General statistics;Restrictions;Vaccine research;Mental health;Schools;Global politics;General politics;Global statistics;Vaccine politics
impulsively;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indoctrination;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infidels;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
jealously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lawlessness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
loath;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misbehave;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mobster;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obnoxious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overkill;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pales;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
perplexing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
polluter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
profane;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rancor;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
retarded;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sardonic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
servitude;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
solicitude;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
topple;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
touts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
treachery;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ugliest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unintelligible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unyielding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
usurp;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vomits;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whore;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wreaks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
accolades;1;1;1;1;1;1;1;1;1;1;1;1
accomplishments;1;1;1;1;1;1;1;1;1;1;1;1
beckons;1;1;1;1;1;1;1;1;1;1;1;1
congratulation;1;1;1;1;1;1;1;1;1;1;1;1
enchant;1;1;1;1;1;1;1;1;1;1;1;1
exceedingly;1;1;1;1;1;1;1;1;1;1;1;1
galore;1;1;1;1;1;1;1;1;1;1;1;1
glitz;1;1;1;1;1;1;1;1;1;1;1;1
gracefully;1;1;1;1;1;1;1;1;1;1;1;1
graciously;1;1;1;1;1;1;1;1;1;1;1;1
impeccably;1;1;1;1;1;1;1;1;1;1;1;1
mercifully;1;1;1;1;1;1;1;1;1;1;1;1
playfully;1;1;1;1;1;1;1;1;1;1;1;1
proficient;1;1;1;1;1;1;1;1;1;1;1;1
quaint;1;1;1;1;1;1;1;1;1;1;1;1
soulful;1;1;1;1;1;1;1;1;1;1;1;1
thoughtfulness;1;1;1;1;1;1;1;1;1;1;1;1
aloof;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
animosity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
annihilation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
annoyances;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bothersome;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
brittle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
corrosion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
craziness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
curt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deceitful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
depressingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
desertion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
despondency;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disaffected;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disappointingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disavowal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dishonor;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dissatisfy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dripped;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dud;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dungeon;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
entanglement;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
errant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
facetious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fallacies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
forlorn;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grudges;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heckled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hiss;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hissing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hypocrite;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperil;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inaudible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incredulously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indecency;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infamy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irredeemable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irritably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irritations;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lamentable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lunatic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
maltreatment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
matte;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obscenity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pittance;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pretence;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
profanity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
repudiate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shun;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sickly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snare;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
somber;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
squeaky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thoughtlessness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tiresome;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tramp;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undercutting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unnaturally;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
alluring;1;1;1;1;1;1;1;1;1;1;1;1
amenity;1;1;1;1;1;1;1;1;1;1;1;1
apotheosis;1;1;1;1;1;1;1;1;1;1;1;1
blissfully;1;1;1;1;1;1;1;1;1;1;1;1
comfy;1;1;1;1;1;1;1;1;1;1;1;1
consummate;1;1;1;1;1;1;1;1;1;1;1;1
dashing;1;1;1;1;1;1;1;1;1;1;1;1
energize;1;1;1;1;1;1;1;1;1;1;1;1
enliven;1;1;1;1;1;1;1;1;1;1;1;1
gratifies;1;1;1;1;1;1;1;1;1;1;1;1
headway;1;1;1;1;1;1;1;1;1;1;1;1
irresistibly;1;1;1;1;1;1;1;1;1;1;1;1
kudos;1;1;1;1;1;1;1;1;1;1;1;1
merriment;1;1;1;1;1;1;1;1;1;1;1;1
outdo;1;1;1;1;1;1;1;1;1;1;1;1
sleek;1;1;1;1;1;1;1;1;1;1;1;1
spotless;1;1;1;1;1;1;1;1;1;1;1;1
standout;1;1;1;1;1;1;1;1;1;1;1;1
annoyingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
assassinate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
babble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bellicose;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cocky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
confounded;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conspirator;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contrived;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cramping;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
damnation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
decadent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
decayed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
decrepit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disapproving;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dishonestly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dishonorable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dislikes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
doldrums;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fatuous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frazzled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grainy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
haggle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harboring;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
heretic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperfectly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inane;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indigent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
indolent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insignificantly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insinuation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irritant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
languid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
maniac;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misread;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
mortify;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overdone;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pathetically;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pimple;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
plaything;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
preoccupy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rascals;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shimmy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smouldering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snobs;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sob;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
squabble;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
startle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stutters;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sucker;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tacky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tangles;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
testy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
timidity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
touchy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uncompromisingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unhappily;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unseemly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unsteady;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
warped;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
acclamation;1;1;1;1;1;1;1;1;1;1;1;1
affable;1;1;1;1;1;1;1;1;1;1;1;1
agreeable;1;1;1;1;1;1;1;1;1;1;1;1
chivalrous;1;1;1;1;1;1;1;1;1;1;1;1
dreamland;1;1;1;1;1;1;1;1;1;1;1;1
earnestly;1;1;1;1;1;1;1;1;1;1;1;1
fearlessly;1;1;1;1;1;1;1;1;1;1;1;1
freshest;1;1;1;1;1;1;1;1;1;1;1;1
gloriously;1;1;1;1;1;1;1;1;1;1;1;1
nifty;1;1;1;1;1;1;1;1;1;1;1;1
outstandingly;1;1;1;1;1;1;1;1;1;1;1;1
reaffirmation;1;1;1;1;1;1;1;1;1;1;1;1
relent;1;1;1;1;1;1;1;1;1;1;1;1
steadfastly;1;1;1;1;1;1;1;1;1;1;1;1
trustworthiness;1;1;1;1;1;1;1;1;1;1;1;1
acrid;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bombard;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
choppy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conceited;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cripples;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
decry;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defamations;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defrauding;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dehumanization;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deign;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
demoralize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
despotism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dissension;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
divisiveness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dreadfully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
egocentric;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
escapade;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
eschew;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fabricate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flake;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flickers;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frown;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fussy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gall;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grudgingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hacks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hater;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hissed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hysterics;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imperialist;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incorrigible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inequitable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inessential;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
jittery;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
longingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misaligned;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
monstrosity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
outrageously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pandering;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pricey;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
raked;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rebuff;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
remorseful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sagged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
savaged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skittish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smelt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spotty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
squeaks;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stuttered;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thrash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trickery;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unaccustomed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unraveled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unscrupulously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wallow;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whores;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
adulation;1;1;1;1;1;1;1;1;1;1;1;1
altruistically;1;1;1;1;1;1;1;1;1;1;1;1
amenable;1;1;1;1;1;1;1;1;1;1;1;1
chaste;1;1;1;1;1;1;1;1;1;1;1;1
dazzle;1;1;1;1;1;1;1;1;1;1;1;1
dazzled;1;1;1;1;1;1;1;1;1;1;1;1
elated;1;1;1;1;1;1;1;1;1;1;1;1
enthuse;1;1;1;1;1;1;1;1;1;1;1;1
entranced;1;1;1;1;1;1;1;1;1;1;1;1
exquisitely;1;1;1;1;1;1;1;1;1;1;1;1
frolic;1;1;1;1;1;1;1;1;1;1;1;1
impassioned;1;1;1;1;1;1;1;1;1;1;1;1
praiseworthy;1;1;1;1;1;1;1;1;1;1;1;1
radiance;1;1;1;1;1;1;1;1;1;1;1;1
romantically;1;1;1;1;1;1;1;1;1;1;1;1
saintly;1;1;1;1;1;1;1;1;1;1;1;1
venerate;1;1;1;1;1;1;1;1;1;1;1;1
afflictive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
assail;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bestial;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bewilderingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
blindingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
conceit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
corrupting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
debauchery;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
detested;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disbelieve;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dismaying;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dispiriting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disquieting;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
distaste;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
doggedly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
downhearted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
expropriate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gripes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
grudging;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
haggard;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hawkish;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hogs;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
implicate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impolite;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
infamously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insolence;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insufferable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
leech;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misjudge;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
musty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nag;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
opinionated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oversights;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pointlessly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rascal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
ridicules;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scornfully;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shamelessness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
snags;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
spoilage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
streaky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
subjugate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
taint;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tarnishes;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
taunts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
thoughtlessly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unachievable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unsavory;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
untruthful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uproot;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
virulently;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
whimper;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wilt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wrangle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
advantageously;1;1;1;1;1;1;1;1;1;1;1;1
ambitiously;1;1;1;1;1;1;1;1;1;1;1;1
ameliorate;1;1;1;1;1;1;1;1;1;1;1;1
ardor;1;1;1;1;1;1;1;1;1;1;1;1
bountiful;1;1;1;1;1;1;1;1;1;1;1;1
breathtakingly;1;1;1;1;1;1;1;1;1;1;1;1
ebullient;1;1;1;1;1;1;1;1;1;1;1;1
embolden;1;1;1;1;1;1;1;1;1;1;1;1
endearing;1;1;1;1;1;1;1;1;1;1;1;1
extol;1;1;1;1;1;1;1;1;1;1;1;1
exuberantly;1;1;1;1;1;1;1;1;1;1;1;1
hooray;1;1;1;1;1;1;1;1;1;1;1;1
ingeniously;1;1;1;1;1;1;1;1;1;1;1;1
levity;1;1;1;1;1;1;1;1;1;1;1;1
merrily;1;1;1;1;1;1;1;1;1;1;1;1
renown;1;1;1;1;1;1;1;1;1;1;1;1
staunchly;1;1;1;1;1;1;1;1;1;1;1;1
tenderly;1;1;1;1;1;1;1;1;1;1;1;1
tingle;1;1;1;1;1;1;1;1;1;1;1;1
valiantly;1;1;1;1;1;1;1;1;1;1;1;1
whoa;1;1;1;1;1;1;1;1;1;1;1;1
arcane;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
avarice;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bemoan;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bemoaning;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bigotry;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
botch;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
braggart;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
chastise;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clamorous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
condemnable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contemptuously;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defile;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deform;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
despot;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disgustingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disillusion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dismissively;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
drunkard;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dungeons;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
embarrassingly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enmity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flaky;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
frets;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
